date,year,month_number,day,month_name,quarter
2025-09-27,2025,9,27,September,Q3
2025-09-28,2025,9,28,September,Q3
2025-09-29,2025,9,29,September,Q3
2025-09-30,2025,9,30,September,Q3
2025-10-01,2025,10,1,October,Q4
2025-10-02,2025,10,2,October,Q4
2025-10-03,2025,10,3,October,Q4
2025-10-04,2025,10,4,October,Q4
2025-10-05,2025,10,5,October,Q4
2025-10-06,2025,10,6,October,Q4
2025-10-07,2025,10,7,October,Q4
2025-10-08,2025,10,8,October,Q4
2025-10-09,2025,10,9,October,Q4
2025-10-10,2025,10,10,October,Q4
2025-10-11,2025,10,11,October,Q4
2025-10-12,2025,10,12,October,Q4
2025-10-13,2025,10,13,October,Q4
2025-10-14,2025,10,14,October,Q4
2025-10-15,2025,10,15,October,Q4
2025-10-16,2025,10,16,October,Q4
2025-10-17,2025,10,17,October,Q4
2025-10-18,2025,10,18,October,Q4
2025-10-19,2025,10,19,October,Q4
2025-10-20,2025,10,20,October,Q4
2025-10-21,2025,10,21,October,Q4
2025-10-22,2025,10,22,October,Q4
2025-10-23,2025,10,23,October,Q4
2025-10-24,2025,10,24,October,Q4
2025-10-25,2025,10,25,October,Q4
2025-10-26,2025,10,26,October,Q4
2025-10-27,2025,10,27,October,Q4
2025-10-28,2025,10,28,October,Q4
2025-10-29,2025,10,29,October,Q4
2025-10-30,2025,10,30,October,Q4
2025-10-31,2025,10,31,October,Q4
2025-11-01,2025,11,1,November,Q4
2025-11-02,2025,11,2,November,Q4
2025-11-03,2025,11,3,November,Q4
2025-11-04,2025,11,4,November,Q4
2025-11-05,2025,11,5,November,Q4
2025-11-06,2025,11,6,November,Q4
2025-11-07,2025,11,7,November,Q4
2025-11-08,2025,11,8,November,Q4
2025-11-09,2025,11,9,November,Q4
2025-11-10,2025,11,10,November,Q4
2025-11-11,2025,11,11,November,Q4
2025-11-12,2025,11,12,November,Q4
2025-11-13,2025,11,13,November,Q4
2025-11-14,2025,11,14,November,Q4
2025-11-15,2025,11,15,November,Q4
2025-11-16,2025,11,16,November,Q4
2025-11-17,2025,11,17,November,Q4
2025-11-18,2025,11,18,November,Q4
2025-11-19,2025,11,19,November,Q4
2025-11-20,2025,11,20,November,Q4
2025-11-21,2025,11,21,November,Q4
2025-11-22,2025,11,22,November,Q4
2025-11-23,2025,11,23,November,Q4
2025-11-24,2025,11,24,November,Q4
2025-11-25,2025,11,25,November,Q4
2025-11-26,2025,11,26,November,Q4
2025-11-27,2025,11,27,November,Q4
2025-11-28,2025,11,28,November,Q4
2025-11-29,2025,11,29,November,Q4
2025-11-30,2025,11,30,November,Q4
2025-12-01,2025,12,1,December,Q4
2025-12-02,2025,12,2,December,Q4
2025-12-03,2025,12,3,December,Q4
2025-12-04,2025,12,4,December,Q4
2025-12-05,2025,12,5,December,Q4
2025-12-06,2025,12,6,December,Q4
2025-12-07,2025,12,7,December,Q4
2025-12-08,2025,12,8,December,Q4
2025-12-09,2025,12,9,December,Q4
2025-12-10,2025,12,10,December,Q4
2025-12-11,2025,12,11,December,Q4
2025-12-12,2025,12,12,December,Q4
2025-12-13,2025,12,13,December,Q4
2025-12-14,2025,12,14,December,Q4
2025-12-15,2025,12,15,December,Q4
2025-12-16,2025,12,16,December,Q4
2025-12-17,2025,12,17,December,Q4
2025-12-18,2025,12,18,December,Q4
2025-12-19,2025,12,19,December,Q4
2025-12-20,2025,12,20,December,Q4
2025-12-21,2025,12,21,December,Q4
2025-12-22,2025,12,22,December,Q4
2025-12-23,2025,12,23,December,Q4
2025-12-24,2025,12,24,December,Q4
2025-12-25,2025,12,25,December,Q4
2025-12-26,2025,12,26,December,Q4
2025-12-27,2025,12,27,December,Q4
2025-12-28,2025,12,28,December,Q4
2025-12-29,2025,12,29,December,Q4
2025-12-30,2025,12,30,December,Q4
2025-12-31,2025,12,31,December,Q4
2026-01-01,2026,1,1,January,Q1
2026-01-02,2026,1,2,January,Q1
2026-01-03,2026,1,3,January,Q1
2026-01-04,2026,1,4,January,Q1
2026-01-05,2026,1,5,January,Q1
2026-01-06,2026,1,6,January,Q1
2026-01-07,2026,1,7,January,Q1
2026-01-08,2026,1,8,January,Q1
2026-01-09,2026,1,9,January,Q1
2026-01-10,2026,1,10,January,Q1
2026-01-11,2026,1,11,January,Q1
2026-01-12,2026,1,12,January,Q1
2026-01-13,2026,1,13,January,Q1
2026-01-14,2026,1,14,January,Q1
2026-01-15,2026,1,15,January,Q1
2026-01-16,2026,1,16,January,Q1
2026-01-17,2026,1,17,January,Q1
2026-01-18,2026,1,18,January,Q1
2026-01-19,2026,1,19,January,Q1
2026-01-20,2026,1,20,January,Q1
2026-01-21,2026,1,21,January,Q1
2026-01-22,2026,1,22,January,Q1
2026-01-23,2026,1,23,January,Q1
2026-01-24,2026,1,24,January,Q1
2026-01-25,2026,1,25,January,Q1
2026-01-26,2026,1,26,January,Q1
2026-01-27,2026,1,27,January,Q1
2026-01-28,2026,1,28,January,Q1
2026-01-29,2026,1,29,January,Q1
2026-01-30,2026,1,30,January,Q1
2026-01-31,2026,1,31,January,Q1
2026-02-01,2026,2,1,February,Q1
2026-02-02,2026,2,2,February,Q1
2026-02-03,2026,2,3,February,Q1
2026-02-04,2026,2,4,February,Q1
2026-02-05,2026,2,5,February,Q1
2026-02-06,2026,2,6,February,Q1
2026-02-07,2026,2,7,February,Q1
2026-02-08,2026,2,8,February,Q1
2026-02-09,2026,2,9,February,Q1
2026-02-10,2026,2,10,February,Q1
2026-02-11,2026,2,11,February,Q1
2026-02-12,2026,2,12,February,Q1
2026-02-13,2026,2,13,February,Q1
2026-02-14,2026,2,14,February,Q1
2026-02-15,2026,2,15,February,Q1
2026-02-16,2026,2,16,February,Q1
2026-02-17,2026,2,17,February,Q1
2026-02-18,2026,2,18,February,Q1
2026-02-19,2026,2,19,February,Q1
2026-02-20,2026,2,20,February,Q1
2026-02-21,2026,2,21,February,Q1
2026-02-22,2026,2,22,February,Q1
2026-02-23,2026,2,23,February,Q1
2026-02-24,2026,2,24,February,Q1
2026-02-25,2026,2,25,February,Q1
2026-02-26,2026,2,26,February,Q1
2026-02-27,2026,2,27,February,Q1
2026-02-28,2026,2,28,February,Q1
2026-03-01,2026,3,1,March,Q1
2026-03-02,2026,3,2,March,Q1
2026-03-03,2026,3,3,March,Q1
2026-03-04,2026,3,4,March,Q1
2026-03-05,2026,3,5,March,Q1
2026-03-06,2026,3,6,March,Q1
2026-03-07,2026,3,7,March,Q1
2026-03-08,2026,3,8,March,Q1
2026-03-09,2026,3,9,March,Q1
2026-03-10,2026,3,10,March,Q1
2026-03-11,2026,3,11,March,Q1
2026-03-12,2026,3,12,March,Q1
2026-03-13,2026,3,13,March,Q1
2026-03-14,2026,3,14,March,Q1
2026-03-15,2026,3,15,March,Q1
2026-03-16,2026,3,16,March,Q1
2026-03-17,2026,3,17,March,Q1
2026-03-18,2026,3,18,March,Q1
2026-03-19,2026,3,19,March,Q1
2026-03-20,2026,3,20,March,Q1
2026-03-21,2026,3,21,March,Q1
2026-03-22,2026,3,22,March,Q1
2026-03-23,2026,3,23,March,Q1
2026-03-24,2026,3,24,March,Q1
2026-03-25,2026,3,25,March,Q1
2026-03-26,2026,3,26,March,Q1
2026-03-27,2026,3,27,March,Q1
2026-03-28,2026,3,28,March,Q1
2026-03-29,2026,3,29,March,Q1
2026-03-30,2026,3,30,March,Q1
2026-03-31,2026,3,31,March,Q1
2026-04-01,2026,4,1,April,Q2
2026-04-02,2026,4,2,April,Q2
2026-04-03,2026,4,3,April,Q2
2026-04-04,2026,4,4,April,Q2
2026-04-05,2026,4,5,April,Q2
2026-04-06,2026,4,6,April,Q2
2026-04-07,2026,4,7,April,Q2
2026-04-08,2026,4,8,April,Q2
2026-04-09,2026,4,9,April,Q2
2026-04-10,2026,4,10,April,Q2
2026-04-11,2026,4,11,April,Q2
2026-04-12,2026,4,12,April,Q2
2026-04-13,2026,4,13,April,Q2
2026-04-14,2026,4,14,April,Q2
2026-04-15,2026,4,15,April,Q2
2026-04-16,2026,4,16,April,Q2
2026-04-17,2026,4,17,April,Q2
2026-04-18,2026,4,18,April,Q2
2026-04-19,2026,4,19,April,Q2
2026-04-20,2026,4,20,April,Q2
2026-04-21,2026,4,21,April,Q2
2026-04-22,2026,4,22,April,Q2
2026-04-23,2026,4,23,April,Q2
2026-04-24,2026,4,24,April,Q2
2026-04-25,2026,4,25,April,Q2
2026-04-26,2026,4,26,April,Q2
2026-04-27,2026,4,27,April,Q2
2026-04-28,2026,4,28,April,Q2
2026-04-29,2026,4,29,April,Q2
2026-04-30,2026,4,30,April,Q2
2026-05-01,2026,5,1,May,Q2
2026-05-02,2026,5,2,May,Q2
2026-05-03,2026,5,3,May,Q2
2026-05-04,2026,5,4,May,Q2
2026-05-05,2026,5,5,May,Q2
2026-05-06,2026,5,6,May,Q2
2026-05-07,2026,5,7,May,Q2
2026-05-08,2026,5,8,May,Q2
2026-05-09,2026,5,9,May,Q2
2026-05-10,2026,5,10,May,Q2
2026-05-11,2026,5,11,May,Q2
2026-05-12,2026,5,12,May,Q2
2026-05-13,2026,5,13,May,Q2
2026-05-14,2026,5,14,May,Q2
2026-05-15,2026,5,15,May,Q2
2026-05-16,2026,5,16,May,Q2
2026-05-17,2026,5,17,May,Q2
2026-05-18,2026,5,18,May,Q2
2026-05-19,2026,5,19,May,Q2
2026-05-20,2026,5,20,May,Q2
2026-05-21,2026,5,21,May,Q2
2026-05-22,2026,5,22,May,Q2
2026-05-23,2026,5,23,May,Q2
2026-05-24,2026,5,24,May,Q2
2026-05-25,2026,5,25,May,Q2
2026-05-26,2026,5,26,May,Q2
2026-05-27,2026,5,27,May,Q2
2026-05-28,2026,5,28,May,Q2
2026-05-29,2026,5,29,May,Q2
2026-05-30,2026,5,30,May,Q2
2026-05-31,2026,5,31,May,Q2
2026-06-01,2026,6,1,June,Q2
2026-06-02,2026,6,2,June,Q2
2026-06-03,2026,6,3,June,Q2
2026-06-04,2026,6,4,June,Q2
2026-06-05,2026,6,5,June,Q2
2026-06-06,2026,6,6,June,Q2
2026-06-07,2026,6,7,June,Q2
2026-06-08,2026,6,8,June,Q2
2026-06-09,2026,6,9,June,Q2
2026-06-10,2026,6,10,June,Q2
2026-06-11,2026,6,11,June,Q2
2026-06-12,2026,6,12,June,Q2
2026-06-13,2026,6,13,June,Q2
2026-06-14,2026,6,14,June,Q2
2026-06-15,2026,6,15,June,Q2
2026-06-16,2026,6,16,June,Q2
2026-06-17,2026,6,17,June,Q2
2026-06-18,2026,6,18,June,Q2
2026-06-19,2026,6,19,June,Q2
2026-06-20,2026,6,20,June,Q2
2026-06-21,2026,6,21,June,Q2
2026-06-22,2026,6,22,June,Q2
2026-06-23,2026,6,23,June,Q2
2026-06-24,2026,6,24,June,Q2
2026-06-25,2026,6,25,June,Q2
2026-06-26,2026,6,26,June,Q2
2026-06-27,2026,6,27,June,Q2
2026-06-28,2026,6,28,June,Q2
2026-06-29,2026,6,29,June,Q2
2026-06-30,2026,6,30,June,Q2
2026-07-01,2026,7,1,July,Q3
2026-07-02,2026,7,2,July,Q3
2026-07-03,2026,7,3,July,Q3
2026-07-04,2026,7,4,July,Q3
2026-07-05,2026,7,5,July,Q3
2026-07-06,2026,7,6,July,Q3
2026-07-07,2026,7,7,July,Q3
2026-07-08,2026,7,8,July,Q3
2026-07-09,2026,7,9,July,Q3
2026-07-10,2026,7,10,July,Q3
2026-07-11,2026,7,11,July,Q3
2026-07-12,2026,7,12,July,Q3
2026-07-13,2026,7,13,July,Q3
2026-07-14,2026,7,14,July,Q3
2026-07-15,2026,7,15,July,Q3
2026-07-16,2026,7,16,July,Q3
2026-07-17,2026,7,17,July,Q3
2026-07-18,2026,7,18,July,Q3
2026-07-19,2026,7,19,July,Q3
2026-07-20,2026,7,20,July,Q3
2026-07-21,2026,7,21,July,Q3
2026-07-22,2026,7,22,July,Q3
2026-07-23,2026,7,23,July,Q3
2026-07-24,2026,7,24,July,Q3
2026-07-25,2026,7,25,July,Q3
2026-07-26,2026,7,26,July,Q3
2026-07-27,2026,7,27,July,Q3
2026-07-28,2026,7,28,July,Q3
2026-07-29,2026,7,29,July,Q3
2026-07-30,2026,7,30,July,Q3
2026-07-31,2026,7,31,July,Q3
2026-08-01,2026,8,1,August,Q3
2026-08-02,2026,8,2,August,Q3
2026-08-03,2026,8,3,August,Q3
2026-08-04,2026,8,4,August,Q3
2026-08-05,2026,8,5,August,Q3
2026-08-06,2026,8,6,August,Q3
2026-08-07,2026,8,7,August,Q3
2026-08-08,2026,8,8,August,Q3
2026-08-09,2026,8,9,August,Q3
2026-08-10,2026,8,10,August,Q3
2026-08-11,2026,8,11,August,Q3
2026-08-12,2026,8,12,August,Q3
2026-08-13,2026,8,13,August,Q3
2026-08-14,2026,8,14,August,Q3
2026-08-15,2026,8,15,August,Q3
2026-08-16,2026,8,16,August,Q3
2026-08-17,2026,8,17,August,Q3
2026-08-18,2026,8,18,August,Q3
2026-08-19,2026,8,19,August,Q3
2026-08-20,2026,8,20,August,Q3
2026-08-21,2026,8,21,August,Q3
2026-08-22,2026,8,22,August,Q3
2026-08-23,2026,8,23,August,Q3
2026-08-24,2026,8,24,August,Q3
2026-08-25,2026,8,25,August,Q3
2026-08-26,2026,8,26,August,Q3
2026-08-27,2026,8,27,August,Q3
2026-08-28,2026,8,28,August,Q3
2026-08-29,2026,8,29,August,Q3
2026-08-30,2026,8,30,August,Q3
2026-08-31,2026,8,31,August,Q3
2026-09-01,2026,9,1,September,Q3
2026-09-02,2026,9,2,September,Q3
2026-09-03,2026,9,3,September,Q3
2026-09-04,2026,9,4,September,Q3
2026-09-05,2026,9,5,September,Q3
2026-09-06,2026,9,6,September,Q3
2026-09-07,2026,9,7,September,Q3
2026-09-08,2026,9,8,September,Q3
2026-09-09,2026,9,9,September,Q3
2026-09-10,2026,9,10,September,Q3
2026-09-11,2026,9,11,September,Q3
2026-09-12,2026,9,12,September,Q3
2026-09-13,2026,9,13,September,Q3
2026-09-14,2026,9,14,September,Q3
2026-09-15,2026,9,15,September,Q3
2026-09-16,2026,9,16,September,Q3
2026-09-17,2026,9,17,September,Q3
2026-09-18,2026,9,18,September,Q3
2026-09-19,2026,9,19,September,Q3
2026-09-20,2026,9,20,September,Q3
2026-09-21,2026,9,21,September,Q3
2026-09-22,2026,9,22,September,Q3
2026-09-23,2026,9,23,September,Q3
2026-09-24,2026,9,24,September,Q3
2026-09-25,2026,9,25,September,Q3
2026-09-26,2026,9,26,September,Q3
2026-09-27,2026,9,27,September,Q3
2026-09-28,2026,9,28,September,Q3
2026-09-29,2026,9,29,September,Q3
2026-09-30,2026,9,30,September,Q3
2026-10-01,2026,10,1,October,Q4
2026-10-02,2026,10,2,October,Q4
2026-10-03,2026,10,3,October,Q4
2026-10-04,2026,10,4,October,Q4
2026-10-05,2026,10,5,October,Q4
2026-10-06,2026,10,6,October,Q4
2026-10-07,2026,10,7,October,Q4
2026-10-08,2026,10,8,October,Q4
2026-10-09,2026,10,9,October,Q4
2026-10-10,2026,10,10,October,Q4
2026-10-11,2026,10,11,October,Q4
2026-10-12,2026,10,12,October,Q4
2026-10-13,2026,10,13,October,Q4
2026-10-14,2026,10,14,October,Q4
2026-10-15,2026,10,15,October,Q4
2026-10-16,2026,10,16,October,Q4
2026-10-17,2026,10,17,October,Q4
2026-10-18,2026,10,18,October,Q4
2026-10-19,2026,10,19,October,Q4
2026-10-20,2026,10,20,October,Q4
2026-10-21,2026,10,21,October,Q4
2026-10-22,2026,10,22,October,Q4
2026-10-23,2026,10,23,October,Q4
2026-10-24,2026,10,24,October,Q4
2026-10-25,2026,10,25,October,Q4
2026-10-26,2026,10,26,October,Q4
2026-10-27,2026,10,27,October,Q4
2026-10-28,2026,10,28,October,Q4
2026-10-29,2026,10,29,October,Q4
2026-10-30,2026,10,30,October,Q4
2026-10-31,2026,10,31,October,Q4
2026-11-01,2026,11,1,November,Q4
2026-11-02,2026,11,2,November,Q4
2026-11-03,2026,11,3,November,Q4
2026-11-04,2026,11,4,November,Q4
2026-11-05,2026,11,5,November,Q4
2026-11-06,2026,11,6,November,Q4
2026-11-07,2026,11,7,November,Q4
2026-11-08,2026,11,8,November,Q4
2026-11-09,2026,11,9,November,Q4
2026-11-10,2026,11,10,November,Q4
2026-11-11,2026,11,11,November,Q4
2026-11-12,2026,11,12,November,Q4
2026-11-13,2026,11,13,November,Q4
2026-11-14,2026,11,14,November,Q4
2026-11-15,2026,11,15,November,Q4
2026-11-16,2026,11,16,November,Q4
2026-11-17,2026,11,17,November,Q4
2026-11-18,2026,11,18,November,Q4
2026-11-19,2026,11,19,November,Q4
2026-11-20,2026,11,20,November,Q4
2026-11-21,2026,11,21,November,Q4
2026-11-22,2026,11,22,November,Q4
2026-11-23,2026,11,23,November,Q4
2026-11-24,2026,11,24,November,Q4
2026-11-25,2026,11,25,November,Q4
2026-11-26,2026,11,26,November,Q4
2026-11-27,2026,11,27,November,Q4
2026-11-28,2026,11,28,November,Q4
2026-11-29,2026,11,29,November,Q4
2026-11-30,2026,11,30,November,Q4
2026-12-01,2026,12,1,December,Q4
2026-12-02,2026,12,2,December,Q4
2026-12-03,2026,12,3,December,Q4
2026-12-04,2026,12,4,December,Q4
2026-12-05,2026,12,5,December,Q4
2026-12-06,2026,12,6,December,Q4
2026-12-07,2026,12,7,December,Q4
2026-12-08,2026,12,8,December,Q4
2026-12-09,2026,12,9,December,Q4
2026-12-10,2026,12,10,December,Q4
2026-12-11,2026,12,11,December,Q4
2026-12-12,2026,12,12,December,Q4
2026-12-13,2026,12,13,December,Q4
2026-12-14,2026,12,14,December,Q4
2026-12-15,2026,12,15,December,Q4
2026-12-16,2026,12,16,December,Q4
2026-12-17,2026,12,17,December,Q4
2026-12-18,2026,12,18,December,Q4
2026-12-19,2026,12,19,December,Q4
2026-12-20,2026,12,20,December,Q4
2026-12-21,2026,12,21,December,Q4
2026-12-22,2026,12,22,December,Q4
2026-12-23,2026,12,23,December,Q4
2026-12-24,2026,12,24,December,Q4
2026-12-25,2026,12,25,December,Q4
2026-12-26,2026,12,26,December,Q4
2026-12-27,2026,12,27,December,Q4
2026-12-28,2026,12,28,December,Q4
2026-12-29,2026,12,29,December,Q4
2026-12-30,2026,12,30,December,Q4
2026-12-31,2026,12,31,December,Q4
2027-01-01,2027,1,1,January,Q1
2027-01-02,2027,1,2,January,Q1
2027-01-03,2027,1,3,January,Q1
2027-01-04,2027,1,4,January,Q1
2027-01-05,2027,1,5,January,Q1
2027-01-06,2027,1,6,January,Q1
2027-01-07,2027,1,7,January,Q1
2027-01-08,2027,1,8,January,Q1
2027-01-09,2027,1,9,January,Q1
2027-01-10,2027,1,10,January,Q1
2027-01-11,2027,1,11,January,Q1
2027-01-12,2027,1,12,January,Q1
2027-01-13,2027,1,13,January,Q1
2027-01-14,2027,1,14,January,Q1
2027-01-15,2027,1,15,January,Q1
2027-01-16,2027,1,16,January,Q1
2027-01-17,2027,1,17,January,Q1
2027-01-18,2027,1,18,January,Q1
2027-01-19,2027,1,19,January,Q1
2027-01-20,2027,1,20,January,Q1
2027-01-21,2027,1,21,January,Q1
2027-01-22,2027,1,22,January,Q1
2027-01-23,2027,1,23,January,Q1
2027-01-24,2027,1,24,January,Q1
2027-01-25,2027,1,25,January,Q1
2027-01-26,2027,1,26,January,Q1
2027-01-27,2027,1,27,January,Q1
2027-01-28,2027,1,28,January,Q1
2027-01-29,2027,1,29,January,Q1
2027-01-30,2027,1,30,January,Q1
2027-01-31,2027,1,31,January,Q1
2027-02-01,2027,2,1,February,Q1
2027-02-02,2027,2,2,February,Q1
2027-02-03,2027,2,3,February,Q1
2027-02-04,2027,2,4,February,Q1
2027-02-05,2027,2,5,February,Q1
2027-02-06,2027,2,6,February,Q1
2027-02-07,2027,2,7,February,Q1
2027-02-08,2027,2,8,February,Q1
2027-02-09,2027,2,9,February,Q1
2027-02-10,2027,2,10,February,Q1
2027-02-11,2027,2,11,February,Q1
2027-02-12,2027,2,12,February,Q1
2027-02-13,2027,2,13,February,Q1
2027-02-14,2027,2,14,February,Q1
2027-02-15,2027,2,15,February,Q1
2027-02-16,2027,2,16,February,Q1
2027-02-17,2027,2,17,February,Q1
2027-02-18,2027,2,18,February,Q1
2027-02-19,2027,2,19,February,Q1
2027-02-20,2027,2,20,February,Q1
2027-02-21,2027,2,21,February,Q1
2027-02-22,2027,2,22,February,Q1
2027-02-23,2027,2,23,February,Q1
2027-02-24,2027,2,24,February,Q1
2027-02-25,2027,2,25,February,Q1
2027-02-26,2027,2,26,February,Q1
2027-02-27,2027,2,27,February,Q1
2027-02-28,2027,2,28,February,Q1
2027-03-01,2027,3,1,March,Q1
2027-03-02,2027,3,2,March,Q1
2027-03-03,2027,3,3,March,Q1
2027-03-04,2027,3,4,March,Q1
2027-03-05,2027,3,5,March,Q1
2027-03-06,2027,3,6,March,Q1
2027-03-07,2027,3,7,March,Q1
2027-03-08,2027,3,8,March,Q1
2027-03-09,2027,3,9,March,Q1
2027-03-10,2027,3,10,March,Q1
2027-03-11,2027,3,11,March,Q1
2027-03-12,2027,3,12,March,Q1
2027-03-13,2027,3,13,March,Q1
2027-03-14,2027,3,14,March,Q1
2027-03-15,2027,3,15,March,Q1
2027-03-16,2027,3,16,March,Q1
2027-03-17,2027,3,17,March,Q1
2027-03-18,2027,3,18,March,Q1
2027-03-19,2027,3,19,March,Q1
2027-03-20,2027,3,20,March,Q1
2027-03-21,2027,3,21,March,Q1
2027-03-22,2027,3,22,March,Q1
2027-03-23,2027,3,23,March,Q1
2027-03-24,2027,3,24,March,Q1
2027-03-25,2027,3,25,March,Q1
2027-03-26,2027,3,26,March,Q1
2027-03-27,2027,3,27,March,Q1
2027-03-28,2027,3,28,March,Q1
2027-03-29,2027,3,29,March,Q1
2027-03-30,2027,3,30,March,Q1
2027-03-31,2027,3,31,March,Q1
2027-04-01,2027,4,1,April,Q2
2027-04-02,2027,4,2,April,Q2
2027-04-03,2027,4,3,April,Q2
2027-04-04,2027,4,4,April,Q2
2027-04-05,2027,4,5,April,Q2
2027-04-06,2027,4,6,April,Q2
2027-04-07,2027,4,7,April,Q2
2027-04-08,2027,4,8,April,Q2
2027-04-09,2027,4,9,April,Q2
2027-04-10,2027,4,10,April,Q2
2027-04-11,2027,4,11,April,Q2
2027-04-12,2027,4,12,April,Q2
2027-04-13,2027,4,13,April,Q2
2027-04-14,2027,4,14,April,Q2
2027-04-15,2027,4,15,April,Q2
2027-04-16,2027,4,16,April,Q2
2027-04-17,2027,4,17,April,Q2
2027-04-18,2027,4,18,April,Q2
2027-04-19,2027,4,19,April,Q2
2027-04-20,2027,4,20,April,Q2
2027-04-21,2027,4,21,April,Q2
2027-04-22,2027,4,22,April,Q2
2027-04-23,2027,4,23,April,Q2
2027-04-24,2027,4,24,April,Q2
2027-04-25,2027,4,25,April,Q2
2027-04-26,2027,4,26,April,Q2
2027-04-27,2027,4,27,April,Q2
2027-04-28,2027,4,28,April,Q2
2027-04-29,2027,4,29,April,Q2
2027-04-30,2027,4,30,April,Q2
2027-05-01,2027,5,1,May,Q2
2027-05-02,2027,5,2,May,Q2
2027-05-03,2027,5,3,May,Q2
2027-05-04,2027,5,4,May,Q2
2027-05-05,2027,5,5,May,Q2
2027-05-06,2027,5,6,May,Q2
2027-05-07,2027,5,7,May,Q2
2027-05-08,2027,5,8,May,Q2
2027-05-09,2027,5,9,May,Q2
2027-05-10,2027,5,10,May,Q2
2027-05-11,2027,5,11,May,Q2
2027-05-12,2027,5,12,May,Q2
2027-05-13,2027,5,13,May,Q2
2027-05-14,2027,5,14,May,Q2
2027-05-15,2027,5,15,May,Q2
2027-05-16,2027,5,16,May,Q2
2027-05-17,2027,5,17,May,Q2
2027-05-18,2027,5,18,May,Q2
2027-05-19,2027,5,19,May,Q2
2027-05-20,2027,5,20,May,Q2
2027-05-21,2027,5,21,May,Q2
2027-05-22,2027,5,22,May,Q2
2027-05-23,2027,5,23,May,Q2
2027-05-24,2027,5,24,May,Q2
2027-05-25,2027,5,25,May,Q2
2027-05-26,2027,5,26,May,Q2
2027-05-27,2027,5,27,May,Q2
2027-05-28,2027,5,28,May,Q2
2027-05-29,2027,5,29,May,Q2
2027-05-30,2027,5,30,May,Q2
2027-05-31,2027,5,31,May,Q2
2027-06-01,2027,6,1,June,Q2
2027-06-02,2027,6,2,June,Q2
2027-06-03,2027,6,3,June,Q2
2027-06-04,2027,6,4,June,Q2
2027-06-05,2027,6,5,June,Q2
2027-06-06,2027,6,6,June,Q2
2027-06-07,2027,6,7,June,Q2
2027-06-08,2027,6,8,June,Q2
2027-06-09,2027,6,9,June,Q2
2027-06-10,2027,6,10,June,Q2
2027-06-11,2027,6,11,June,Q2
2027-06-12,2027,6,12,June,Q2
2027-06-13,2027,6,13,June,Q2
2027-06-14,2027,6,14,June,Q2
2027-06-15,2027,6,15,June,Q2
2027-06-16,2027,6,16,June,Q2
2027-06-17,2027,6,17,June,Q2
2027-06-18,2027,6,18,June,Q2
2027-06-19,2027,6,19,June,Q2
2027-06-20,2027,6,20,June,Q2
2027-06-21,2027,6,21,June,Q2
2027-06-22,2027,6,22,June,Q2
2027-06-23,2027,6,23,June,Q2
2027-06-24,2027,6,24,June,Q2
2027-06-25,2027,6,25,June,Q2
2027-06-26,2027,6,26,June,Q2
2027-06-27,2027,6,27,June,Q2
2027-06-28,2027,6,28,June,Q2
2027-06-29,2027,6,29,June,Q2
2027-06-30,2027,6,30,June,Q2
2027-07-01,2027,7,1,July,Q3
2027-07-02,2027,7,2,July,Q3
2027-07-03,2027,7,3,July,Q3
2027-07-04,2027,7,4,July,Q3
2027-07-05,2027,7,5,July,Q3
2027-07-06,2027,7,6,July,Q3
2027-07-07,2027,7,7,July,Q3
2027-07-08,2027,7,8,July,Q3
2027-07-09,2027,7,9,July,Q3
2027-07-10,2027,7,10,July,Q3
2027-07-11,2027,7,11,July,Q3
2027-07-12,2027,7,12,July,Q3
2027-07-13,2027,7,13,July,Q3
2027-07-14,2027,7,14,July,Q3
2027-07-15,2027,7,15,July,Q3
2027-07-16,2027,7,16,July,Q3
2027-07-17,2027,7,17,July,Q3
2027-07-18,2027,7,18,July,Q3
2027-07-19,2027,7,19,July,Q3
2027-07-20,2027,7,20,July,Q3
2027-07-21,2027,7,21,July,Q3
2027-07-22,2027,7,22,July,Q3
2027-07-23,2027,7,23,July,Q3
2027-07-24,2027,7,24,July,Q3
2027-07-25,2027,7,25,July,Q3
2027-07-26,2027,7,26,July,Q3
2027-07-27,2027,7,27,July,Q3
2027-07-28,2027,7,28,July,Q3
2027-07-29,2027,7,29,July,Q3
2027-07-30,2027,7,30,July,Q3
2027-07-31,2027,7,31,July,Q3
2027-08-01,2027,8,1,August,Q3
2027-08-02,2027,8,2,August,Q3
2027-08-03,2027,8,3,August,Q3
2027-08-04,2027,8,4,August,Q3
2027-08-05,2027,8,5,August,Q3
2027-08-06,2027,8,6,August,Q3
2027-08-07,2027,8,7,August,Q3
2027-08-08,2027,8,8,August,Q3
2027-08-09,2027,8,9,August,Q3
2027-08-10,2027,8,10,August,Q3
2027-08-11,2027,8,11,August,Q3
2027-08-12,2027,8,12,August,Q3
2027-08-13,2027,8,13,August,Q3
2027-08-14,2027,8,14,August,Q3
2027-08-15,2027,8,15,August,Q3
2027-08-16,2027,8,16,August,Q3
2027-08-17,2027,8,17,August,Q3
2027-08-18,2027,8,18,August,Q3
2027-08-19,2027,8,19,August,Q3
2027-08-20,2027,8,20,August,Q3
2027-08-21,2027,8,21,August,Q3
2027-08-22,2027,8,22,August,Q3
2027-08-23,2027,8,23,August,Q3
2027-08-24,2027,8,24,August,Q3
2027-08-25,2027,8,25,August,Q3
2027-08-26,2027,8,26,August,Q3
